story_cluster_id,story_cluster_hint,canonical_event_type,event_name,event_location,event_date_reference,rumor_status,event_phase,rhetorical_frame_primary,newspaper_title,date,publication_place,news_origin_norm,transmission_formula,transmission_medium,probable_chain,source_criticism_note,needs_review,review_reason
PHILHELLENISM_1827_5C954F,PHILHELLENISM_1827,political_development,Greek independence support,Greece,Dec. 16,reported,reported_account,humanitarian_urgency,Liverpool Saturday's Advertiser,Saturday 27 January 1827,Lancashire,Corfu,,unknown,Corfu -> Lancashire,"The text is fragmentary and vague, presenting opinions and reports without clear sourcing or confirmation.",True,"Text is incomplete and partially illegible, making interpretation uncertain. | Unknown transmission medium with medium/low confidence."
GREEK_INDEPENDENCE_1821_0926A5,GREEK_INDEPENDENCE_1821,political_development,Greek appeal for US aid,Calainala,5 mai,reported,reported_account,humanitarian_urgency,Journal du Commerce,1821-11-20,Paris,Boston,"On a reçu Boston une proclamation adressée par le sénat essénien , datée de Calainala le 5 mai",letter,Calainala -> Boston -> Paris,"The information is based on a proclamation and letters received via Boston, indicating reported but not confirmed news.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1830_C3FB4E,GREEK_INDEPENDENCE_DIPLOMACY_1830,diplomacy,Proposition for elevating Prince Leopold to the throne of Greece,Greece,January 1830,reported,reported_account,diplomatic_negotiation,Sherborne Mercury,Monday 18 January 1830,Dorset,Paris,connection with some diplomatist engaged in the Greek negociation,private_correspondence,St. Petersburgh -> Paris -> Sherborne Mercury,"Information is based on a private diplomatic connection and indicates the answer has not yet arrived, showing uncertainty and lack of official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,military_movement,Pursuit of Ottoman forces by Greek mountain inhabitants,Constantinople,1824,reported,reported_account,military_strategic,Niederrheinischer Kurier,1824-08-08,Strasbourg,Constantinople,,unknown,Constantinople -> Strasbourg,"The information is a partial report from a newspaper with no explicit source or confirmation, indicating a reported but unconfirmed military event.",False,
UNCLEAR_1823_ED4BC3,,unclear,,,,reported,reported_account,humanitarian_urgency,Anti-Gallican Monitor,1823-03-23,London,Corfu,"A vessel from Corfu, ten days its passage Trieste, brought the important",ship,Corfu -> London,"The information is based on a vessel arriving from Corfu after a ten-day passage, indicating a reported account without official confirmation.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Diplomatic efforts to resolve Greek independence bases,Constantinople,"Noy. 22 (November 22, 1828)",reported,reported_account,diplomatic_negotiation,Edinburgh Evening Courant,1828-12-01,Unknown,Augsburg,"AUGSBURG, Noy. 22 ... of England and France bad returned to Constantinople",unknown,Augsburg -> unknown,"The information is a reported account from Augsburg dated November 22, 1828, without official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1822_F38CDD,GREEK_WAR_OF_INDEPENDENCE_1822,military_movement,Greek affairs in Morée and Epire,"Morée, Epire",5 janvier,reported,reported_account,military_strategic,"Journal Du Gard : Politique, Administratif Et Littéraire [Puis Administratif, Judiciaire, Commercial, Dagriculture, Sciences Et Arts]",1822-02-16,Unknown,Selim,"on mande de Bruxelles , le 4 de ce mois",letter,Selim -> Bruxelles -> Marseille,"The information is based on secondhand reports and letters without official confirmation, indicating moderate reliability.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1830_C3FB4E,GREEK_INDEPENDENCE_DIPLOMACY_1830,diplomacy,Austrian Cabinet stance on Greek independence,Vienna,1830,reported,reported_account,diplomatic_negotiation,Evans and Ruffy's Farmer's Journal,Monday 10 May 1830,London,Vienna,Letters from Vienna assert as a fact,letter,Vienna -> London,"The information is based on letters from Vienna asserting a fact but lacks official confirmation, indicating a reported but unconfirmed diplomatic stance.",False,
UNCLEAR_1827_C856DC,,unclear,,,,reported,reported_account,unclear,Public Ledger And Daily Advertiser,1827-01-25,London,Myra,I make use of this opportunity to send you news from Greece,letter,Myra -> London,"The information is based on a letter from a Greek merchant reported by The Austrian Observer, indicating secondhand news without official confirmation.",True,Rhetorical frame primary set to 'internal_information' which is not in the allowed list; also event details are unclear and may require further context.
GREEK_NAVAL_OPERATIONS_1824_33191A,GREEK_NAVAL_OPERATIONS_1824,naval_operation,Greek attacks on Turkish-Egyptian fleet and naval engagements near Archipelago,"Archipelago region including Bodrouni, Cos, Mycale, Psara, Samos","August 12, 1824 and surrounding dates in 1824",reported,reported_account,military_strategic,Journal des Débats,1824-10-17,Paris,Rhodes,"Un Bâtiment provenant de Rhodes en neuf jours, déclare que la flotte égyptienne étoit bloquée à Bodrouni",ship,Rhodes -> Paris,"The information is based on reports received via a ship from Rhodes and other secondary sources, indicating reported but not officially confirmed news.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,fall,Fall of Missolonghi,Missolonghi,"April 6, 1826",reported,reported_account,military_strategic,Globe,Thursday 06 April 1826,Paris,London,It was currently reported yesterday,unknown,,"The information is based on a report described as current but lacks official confirmation or named sources, indicating uncertainty.",False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,military_movement,Greek attacks on Smyrne and naval actions near Ithaca,"Smyrne, Ithaca",25 decembre (1823),reported,reported_account,military_strategic,"Journal De Lot-Et-Garonne : [Puis Politique, Administratif, Littéraire, Dannonces Judiciaires Et Davis Divers Puis Feuille Des Mairies, Administrative, Politique, Commerciale Et Dannonces Judiciaires]",1824-02-04,Unknown,Corfu,"Des lettres de Corfou, du 25 decen bre, portent que les Grecs ont enlevé deux vaisseaux Hues daus les caux",letter,Corfu -> Gazette d'Ausbourg,The information is based on letters and newspaper reports indicating ongoing military actions but lacks official confirmation.,False,
MISSOLONGHII_FALL_MAY_1829_A101D1,MISSOLONGHI_FALL_MAY_1829,fall,Fall of Missolonghi,Missolonghi,29 mai 1829,reported,reported_account,military_strategic,Démocrite,1829-06-17,Paris,Corfu,"Des nouvelles de Corfou, à la date du 29 mai",unknown,Corfu -> Paris,"The information is based on news dated 29 May from Corfu, indicating a report rather than official confirmation.",False,
GREEK_INDEPENDENCE_RECOGNITION_1829_7CCAE9,GREEK_INDEPENDENCE_RECOGNITION_1829,diplomacy,Recognition of Greek Independence,Greece,1829,reported,reported_account,diplomatic_negotiation,Government Gazette (India),1829-09-03,Tamil Nadu,Paris,OFFICIAL NEWS FROM CONSTANTINOPLE,official_dispatch,Constantinople -> Paris,"The information is based on an official dispatch from Constantinople but lacks explicit confirmation, indicating a reported status rather than confirmed.",False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,military_movement,recent successes of Greeks,Greece,Oct 30,reported,reported_account,military_strategic,West Briton and Cornwall Advertiser,Friday 05 November 1824,Cornwall,Vienna,it would seem by private from Vienua,private_correspondence,Vienna -> Cornwall,"The information is based on private correspondence from Vienna and is reported without official confirmation, indicating moderate reliability.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1832_95F51A,GREEK_INDEPENDENCE_DIPLOMACY_1832,diplomacy,London Conference protocol on Greece,London,1832,reported,reported_account,diplomatic_negotiation,Morning Herald (London),Thursday 26 July 1832,London,London,protocol of the _London Conf erence respecting Greece has been received here,unknown,London -> Brussels,"Information is based on a received protocol report without explicit official confirmation, indicating a reported but not confirmed status.",False,
GREEK_INDEPENDENCE_1830_F81286,GREEK_INDEPENDENCE_1830,political_development,Acknowledgement of Greek Independence by the Porte,Greece,1830,reported,reported_account,diplomatic_negotiation,Morning Chronicle,Monday 24 May 1830,London,Paris,,unknown,Paris -> London,"The information is presented as a report from Parisian correspondence without explicit official confirmation, indicating moderate certainty.",False,
GREEK_INDEPENDENCE_1830_F81286,GREEK_INDEPENDENCE_1830,diplomacy,Note on the Independence of Greece,Constantinople,"April 8, 1830",official,reported_account,diplomatic_negotiation,Dublin Evening Post,Thursday 27 May 1830,Dublin,Constantinople,"Extract from the Copy of a Note from the Ambassadors of Great Britain, France and Russia, to his Excellency the",official_dispatch,Constantinople -> Dublin,"The information is based on an official note from the ambassadors, indicating a high level of reliability.",False,
GREEK_INDEPENDENCE_1829_325E4A,GREEK_INDEPENDENCE_1829,diplomacy,Greek Independence Mediation,Greece,1829,reported,reported_account,diplomatic_negotiation,London Evening Standard,1829-08-13,London,London,,unknown,,The text provides a tentative report on the Powers' stance toward Greek independence without official confirmation or named sources.,False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Proposed Overture to the Porte for Greek Independence,Corfu,1828,rumor,rumor_wave,diplomatic_negotiation,Belfast Commercial Chronicle,Monday 02 June 1828,Antrim,Corfu,,unknown,Corfu -> Antrim,"The information is presented as a reported rumor without official confirmation, indicated by phrases like 'it is said'.",False,
GREEK_NAVAL_OPERATIONS_1824_33191A,GREEK_NAVAL_OPERATIONS_1824,military_movement,Greek naval incursion into Asia Minor,"Asia Minor, Smyrne",1824,reported,reported_account,military_strategic,"Journal De Lot-Et-Garonne : [Puis Politique, Administratif, Littéraire, Dannonces Judiciaires Et Davis Divers Puis Feuille Des Mairies, Administrative, Politique, Commerciale Et Dannonces Judiciaires]",1824-02-14,Unknown,Levant,Les voyageurs qui viennent du Levant ne peuvent assez dire,oral_report,Levant -> France,"The information is based on travelers' reports and narrative style, lacking official confirmation.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Stratford Canning's special mission to the Greeks,Greece,1828,reported,reported_account,diplomatic_negotiation,London Packet and New Lloyd's Evening Post,Monday 23 June 1828,London,London,,unknown,London,The information is presented as anticipated and reported but lacks official confirmation or named sources.,False,
GREEK_WAR_OF_INDEPENDENCE_1828_F19801,GREEK_WAR_OF_INDEPENDENCE_1828,military_movement,French troop landing and General Paskewitch advance,Greece and Armenia,September 1828,reported,reported_account,military_strategic,Morning Chronicle,1828-09-16,London,Edinburgh,,unknown,Edinburgh -> London,"The information is presented as current intelligence without official confirmation, indicating a reported but unconfirmed military movement.",False,
GREEK_WAR_OF_INDEPENDENCE_1829_1BAC70,GREEK_WAR_OF_INDEPENDENCE_1829,military_movement,Greek military actions against Ottoman tyranny,Hellas (Greece),1829,reported,reported_account,revolutionary_disorder,"Journal Commercial, Littéraire Et Dannonces Judiciaires De La Rochelle",1829-05-07,Unknown,Saint-Servant,,unknown,Saint-Servant -> La Rochelle,"The text is a poetic and patriotic report from a French newspaper citing a vessel from Saint-Servant, reflecting pro-Greek sentiment but lacking official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,military_movement,Greek victories before Athens and Lord Cochrane's arrival at Nafplio,"Athens, Nafplio",1827-04-29,reported,reported_account,military_strategic,The Times,1827-04-29,London,Nafplio,,unknown,Nafplio -> London,"The information is a partial and somewhat unclear report with no explicit source or official confirmation, indicating a reported but not confirmed status.",False,
GREEK_WAR_OF_INDEPENDENCE_1829_1BAC70,GREEK_WAR_OF_INDEPENDENCE_1829,prisoners_captives,Ransom of Greek women and children from Egypt,Egypte,1829,reported,reported_account,humanitarian_urgency,Journal De Savoie,1829-01-24,Unknown,Egypt,,unknown,Egypte -> France,"The information about the ransom is reported but not directly confirmed, relying on statements attributed to president Capo-d Istria.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,political_development,Efforts to induce the Sultan to recognize Greek independence,Greece,6th of July (treaty date),reported,reported_account,diplomatic_negotiation,Durham Chronicle,Saturday 18 October 1828,Durham,Corfu,,unknown,Corfu -> Durham,"The information is presented as coming from a 'good source' but lacks official confirmation, indicating a reported but unconfirmed diplomatic development.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,military_movement,Egyptian fleet landing new forces in Greece,Greece,1827,reported,reported_account,military_strategic,Sheffield Independent,Saturday 18 August 1827,Yorkshire,Paris,,unknown,Paris -> Yorkshire,The information is based on French newspapers and expresses concern and anticipation rather than confirmed facts.,False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,military_movement,Greek forces defeated at Galacz and subsequent actions,Galacz,1821,reported,reported_account,ottoman_barbarity,Le Drapeau Blanc / Par A Martainville Et Plusieurs Hommes De Lettres,1821-06-23,Paris,Constantinople,,unknown,Constantinople -> Paris,"The information is a newspaper report from a French ultra-royalist source with a pro-Greek stance, presenting a narrative of Ottoman excesses and Greek military setbacks without official confirmation.",True,"Text is partially corrupted and incomplete, limiting full interpretation."
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,finance,Greek Committee Fundraising for Arms and Clothing,Genève,9 April 1826,reported,reported_account,humanitarian_urgency,Journal du Commerce,1826-04-17,Paris,Agen,,unknown,Genève -> Agen -> Paris,The information is a reported account with some uncertainty about the fate of Missolonghi and financial support from the Greek committee in Geneva.,False,
GREEK_WAR_OF_INDEPENDENCE_1825_446895,GREEK_WAR_OF_INDEPENDENCE_1825,battle,Greece victorious in her fifth conflict,Western Greece,17th (July 1825),reported,reported_account,christian_suffering,Baldwin's London Weekly Journal,Saturday 16 July 1825,London,Augsburg,"From the Etoile dated Wednesday. The Augsburg Gazette of the 17th, gives the following extracts",newspaper_reprint,Augsburg -> London,"The information is a newspaper reprint citing extracts from another newspaper, indicating a reported account rather than confirmed news.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,humanitarian_urgency,Bibliographie De La France : Ou Journal Général De Limprimerie Et De La Librairie,1826-04-22,Unknown,Paris,,unknown,,"The information is presented as a reported account with some uncertainty and hopeful language, lacking official confirmation.",False,
MISSOLONGHII_FALL_MAY_1829_A101D1,MISSOLONGHI_FALL_MAY_1829,fall,Fall of Missolonghi and surrender of Lepanto,Missolonghi and Lepanto,22d May,reported,reported_account,military_strategic,Baldwin's London Weekly Journal,Saturday 20 June 1829,London,Madrid,"Dis- patches werealsé received from Mr Bosanquet, our Charge d’.Af- * faires‘at Mad id, dated the Ist June",official_dispatch,Missolonghi -> Madrid -> London,The information is based on received dispatches and announcements but lacks explicit official confirmation.,False,
UNCLEAR_1823_ED4BC3,,unclear,,,,reported,reported_account,humanitarian_urgency,Anti-Gallican Monitor,Sunday 23 March 1823,London,Corfu,"A vessel from Corfu, ten days its passage Trieste, brought the important ...",ship,Corfu -> London,The information is based on a ship arrival report from Corfu but lacks explicit confirmation or multiple sources.,False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,military_movement,Call to defend Greece by Admiral Cochrane,Greece,12 avril,editorial_comment,editorial_comment,ottoman_barbarity,"Le Véridique : Journal Administratif, Judiciaire, Littéraire Du Département De Lhérault",1827-06-01,Montpellier,Bucharest,"A bord de l'Hellas, le 12 avril. Signé, COCHRANE, Amiral et commandant en chef de la marine grecque.",letter,Bucharest -> Montpellier,"The text is a signed exhortation by Admiral Cochrane, serving as a motivational editorial rather than a direct news report.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Greek Independence Overture,Corfu,"May 29, 1828",rumor,rumor_wave,diplomatic_negotiation,London Courier and Evening Gazette,Thursday 29 May 1828,London,Corfu,,unknown,Corfu -> London,"The information is presented as a belief and hearsay without official confirmation, indicating a rumor status.",False,
GREEK_INDEPENDENCE_1830_F81286,GREEK_INDEPENDENCE_1830,political_development,Creation of Greece into an independent Sovereignty,Greece,1830,reported,reported_account,ottoman_barbarity,Limerick Evening Post,Friday 07 May 1830,Unknown,Constantinople,Extract of a private letter from Con-tantmople,private_correspondence,,"Information is based on a private letter, indicating a secondary, possibly subjective source without official confirmation.",False,
GREEK_INTERNAL_AFFAIRS_1832_392144,GREEK_INTERNAL_AFFAIRS_1832,political_development,Greek government protest against Colocotroni's occupation of Nisi,Nisi,15 mars,reported,reported_account,diplomatic_negotiation,"Le Moniteur du commerce : travaux publics, marine, colonies, agriculture / réd. Nouguier père",1832-04-03,Unknown,Florence,"(Gazette de Florence ) ITALIE. — Assises, 15 mars.",newspaper_reprint,Florence -> Le Moniteur du commerce,"The information is a secondhand newspaper report citing the Gazette de Florence, indicating a protest by the Greek government and a subsequent apology, but lacks official confirmation.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1824_BC241F,GREEK_INDEPENDENCE_DIPLOMACY_1824,diplomacy,Negotiations to end Greek War of Independence,Greece,1824,reported,reported_account,diplomatic_negotiation,Morning Advertiser,Monday 25 October 1824,London,Lisbon,LISBON MAIL ... s from the present Government of Greece,letter,Greece -> Lisbon -> London,"Information is based on a report from the Lisbon mail citing the Greek government’s intentions, indicating a reported diplomatic development but not official confirmation.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1832_95F51A,GREEK_INDEPENDENCE_DIPLOMACY_1832,diplomacy,Selection of Prince Otho of Bavaria as sovereign of Greece,Greece,1832,reported,reported_account,diplomatic_negotiation,Dorset County Chronicle,Thursday 05 April 1832,Dorset,London,,unknown,London -> Dorset,"The information is based on a charge given to Mr. Stratford Canning by the London Conference and a presumption about the Porte's reaction, indicating a reported diplomatic development without official confirmation.",False,
GREEK_INDEPENDENCE_RECOGNITION_1829_7CCAE9,GREEK_INDEPENDENCE_RECOGNITION_1829,diplomacy,Recognition of Greek Independence,Greece,"August 31, 1829",reported,reported_account,diplomatic_negotiation,Saunders's News-Letter,Saturday 05 September 1829,Dublin,London,,unknown,London,The information is based on supposition and indirect reports without official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1829_1BAC70,GREEK_WAR_OF_INDEPENDENCE_1829,battle,Greek victories over Ottoman forces,,1829,reported,reported_account,ottoman_barbarity,Le Courrier Français,1829-10-12,Paris,Buenos-Ayres,,unknown,Buenos-Ayres -> Paris,"The information is presented as news but relies on reports from Roman newspapers accused of falsification, indicating partial uncertainty.",False,
GREEK_INDEPENDENCE_1828_056C05,GREEK_INDEPENDENCE_1828,political_development,Greek independence declaration proposal,Morea,FEB. 22,editorial_comment,editorial_comment,military_strategic,Morning Herald,1828-02-28,London,Calais,,unknown,Calais -> London,"The text presents a strategic opinion or proposal rather than a confirmed event, lacking explicit source attribution or official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,military_movement,Ibrahim Pacha's campaign in Greece,Greece,"February 13, 1827",reported,reported_account,military_strategic,South Eastern Gazette,Tuesday 13 February 1827,Unknown,France,,newspaper_reprint,Greece -> France -> UK,"Information is based on reports from French newspapers and an unspecified reliable authority, lacking official confirmation.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Efforts to force Turkish Government to recognize Greek independence,,1828,reported,reported_account,diplomatic_negotiation,"Drogheda Journal, or Meath & Louth Advertiser",Wednesday 06 August 1828,Louth,Liverpool,,unknown,Liverpool -> Louth,"The information is a reported diplomatic development without explicit source or confirmation, indicating moderate uncertainty.",False,
NAVARINO_BATTLE_1827_CE0A21,NAVARINO_BATTLE_1827,naval_operation,Battle of Navarino aftermath,"Archipelago, Navarino, Alexandria, Suda",28 December,reported,reported_account,military_strategic,Journal des Débats,1828-02-26,Paris,Archipelago,"M. de Ribeaupierre doit avoir, le 28 décembre, présenté au gouvernement grec, en qualité de consul de Russie, un monsieur",official_dispatch,Argine -> Paris,"The information is presented as reported or rumored with no official confirmation, relying on diplomatic and military sources.",False,
GREEK_INDEPENDENCE_1822_6DA788,GREEK_INDEPENDENCE_1822,political_development,Re-establishment of an independent Christian state in Greece,Greece,JULY 8,reported,reported_account,christian_suffering,Commercial Chronicle (London),1822-07-16,London,Madrid,,unknown,Madrid -> London,The information is a reported account from an official source in Madrid but lacks explicit confirmation or multiple corroborations.,False,
GREEK_INDEPENDENCE_1828_056C05,GREEK_INDEPENDENCE_1828,diplomacy,Greek Independence State Formation,Greece,1828,reported,reported_account,diplomatic_negotiation,Morning Chronicle,1828-08-04,London,London,,unknown,,"The information is presented as reported hearsay without official confirmation, indicated by phrases like 'it is saie'' and 'it is addeel'.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1829_B51A57,GREEK_INDEPENDENCE_DIPLOMACY_1829,diplomacy,Ottoman intention to accede to Greek independence,Greece,17th of August,reported,reported_account,diplomatic_negotiation,Cheltenham Journal And Gloucestershire Fashionable Weekly Gazette,1829-09-14,Unknown,Constantinople,"by an arrival from Constantinople, of the 17th of August, it is stated",unknown,Constantinople -> Cheltenham,"The information is based on a reported arrival from Constantinople and uses cautious language, indicating it is not fully confirmed.",False,
GREEK_INDEPENDENCE_1830_F81286,GREEK_INDEPENDENCE_1830,political_development,Acknowledgement of Greek Independence by the Porte,Greece,May 1830,reported,confirmation,diplomatic_negotiation,Public Ledger and Daily Advertiser,Thursday 27 May 1830,London,Paris,by the French papers received on Monday,newspaper_reprint,Paris -> London,"The information is based on reports from French newspapers confirming prior news, indicating a reported but not official confirmation.",False,
MISSOLONGHII_SIEGE_1825_7814A1,MISSOLONGHI_SIEGE_1825,siege,Siege of Missolonghi,Missolonghi,"Dec. 28, 1825",reported,reported_account,military_strategic,Birmingham Journal,Saturday 31 December 1825,Unknown,Mogilev,"(From du! Mogilev? of Wednestlay, Dec. 28.]",courier,Greece -> Mogilev -> Birmingham,"The information is a secondhand report transmitted via couriers from Mogilev, indicating a reported but not officially confirmed account.",False,
GREEK_WAR_OF_INDEPENDENCE_1825_446895,GREEK_WAR_OF_INDEPENDENCE_1825,military_movement,Greek fireship attempt at Alexandria and minor skirmishes near Caritene,"Alexandria, Caritene","September 10, 1825; August 4, 1825",reported,reported_account,military_strategic,The Times,1825-10-20,London,Vienna,"The last mail from Constantinople, of September 10, brings the accounts",official_dispatch,Constantinople -> Trieste -> Vienna -> London,"The information is based on secondhand official dispatches and reprints from German papers, lacking new or detailed battle reports, indicating moderate reliability but no confirmation.",False,
GREEK_DIPLOMACY_1832_419123,GREEK_DIPLOMACY_1832,diplomacy,Letter from Count Nesselrode to Count Capo d'Istrias,St. Petersburg,December (year unclear),reported,reported_account,diplomatic_negotiation,Public Ledger And Daily Advertiser,1832-05-03,London,St. Petersburg,,letter,St. Petersburg -> London,"The information is based on a letter from a Russian minister, indicating a diplomatic communication rather than confirmed event details.",False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,battle,Battle of 21 July,Krajowa,21 July,reported,reported_account,military_strategic,Journal des Débats,1821-08-02,Paris,Constantinople,"Nous avons des lettres de Constantinople, du 3 juillet",letter,Constantinople -> Paris,"The information is based on letters from Constantinople and includes phrases indicating hearsay and uncertainty, thus it is a reported account rather than confirmed.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,diplomacy,French intervention in Greek-Turkish conflict,Greece,1827,reported,reported_account,diplomatic_negotiation,Manchester Courier,1827-12-22,Unknown,Paris,(From the Gazette de France ...,newspaper_reprint,Paris -> Manchester,"The information is a newspaper reprint citing the Gazette de France, indicating a reported account without official confirmation.",False,
MISSOLONGHII_SIEGE_1825_7814A1,MISSOLONGHI_SIEGE_1825,battle,Battle at the Siege of Missolonghi,Missolonghi,1825,reported,reported_account,military_strategic,Gazette de France,Unknown,Paris,Missolonghi,"Un brick anglais, arrivé hier de Missolonghi, apporte la nouvelle",ship,Missolonghi -> Paris,"The information is based on a report brought by an English brig from Missolonghi, indicating a single-source report without official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,military_movement,Chourshid-Pacha operations and Greek naval engagements,"Arta, Monbasia, Candie",2 septembre,reported,reported_account,military_strategic,Le Moniteur Universel,1821-10-16,Paris,Corfu,Les nouvelles qui nous sont parvenues de Pré- vesa contiennent-ce qui suit,unknown,Corfu -> Paris,"The information is presented with caution, indicating multiple rumors and lack of confirmation for some events.",False,
GREEK_INTERNAL_AFFAIRS_1832_392144,GREEK_INTERNAL_AFFAIRS_1832,political_development,Greek government internal affairs critique,Nafplio,1832,editorial_comment,editorial_comment,unclear,"Le National : feuille politique et littéraire / [rédacteurs en chef A. Thiers, Mignet, A. Carrel]",1832-01-02,Unknown,Nafplio,,unknown,Nafplio -> Le National,The text is an opinionated editorial comment expressing doubt about official reports on Greek internal affairs without citing direct sources.,False,
GREEK_WAR_OF_INDEPENDENCE_1829_1BAC70,GREEK_WAR_OF_INDEPENDENCE_1829,diplomacy,Armistice proposal by the Porte regarding Greece,Morea,1829,reported,reported_account,diplomatic_negotiation,Dublin Morning Register,Wednesday 05 August 1829,Dublin,Neatby,,unknown,Neatby -> Dublin,"The information is a reported account from Neatby without explicit confirmation or official source, indicating moderate uncertainty.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,political_development,Greek Independence War Diplomatic Outcome,Greece,1828-04-08,reported,reported_account,balance_of_power,Limerick Evening Post,1828-04-08,Unknown,Augsburg,"Augsburgh Gazette, terminates in the following words",newspaper_reprint,Augsburgh -> London,"The information is a reported excerpt from the Augsburgh Gazette, indicating a perspective rather than confirmed fact.",False,
GREEK_WAR_OF_INDEPENDENCE_1826_C06203,GREEK_WAR_OF_INDEPENDENCE_1826,finance,Greek naval support funding and command appointment,Marseille,1826-11-20,reported,reported_account,diplomatic_negotiation,New Times (London),1826-11-20,London,Marseille,,unknown,Marseille -> London,"The information is presented as asserted and reported without official confirmation, indicating moderate reliability but not certainty.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,siege,Siege and sortie of Missolonghi,Missolonghi,22 April 1826,reported,reported_account,military_strategic,Journal du Commerce,1826-05-28,Paris,Rome,"dans une lettre relative au désastre de Missolonghi, publiée par le Diario di Roma",newspaper_reprint,Rome -> Paris,The information is based on a letter published in another newspaper with conflicting reports and expressed doubts about the total defeat.,False,
GREEK_WAR_OF_INDEPENDENCE_1826_C06203,GREEK_WAR_OF_INDEPENDENCE_1826,diplomacy,Cessation of hostilities agreement between Turks and Greeks,Greece,1826,reported,reported_account,diplomatic_negotiation,Age (London),1826-12-31,Unknown,Berlin,Expresses from Berlin,unknown,Berlin -> London,The information is based on reports from Berlin and uses cautious language indicating belief rather than official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1823_52BD10,GREEK_WAR_OF_INDEPENDENCE_1823,political_development,British protection and occupation plans for Greece,Greece,Thursday before 03 February 1823,reported,reported_account,diplomatic_negotiation,Hampshire Chronicle,Monday 03 February 1823,Hampshire,Paris,PARIS PAPERS OF THURSDAY,newspaper_reprint,Paris -> Hampshire,"The information is based on a newspaper reprint of Paris papers, indicating reported but unconfirmed diplomatic intentions.",False,
GREEK_INDEPENDENCE_NEGOTIATIONS_1828_708E62,GREEK_INDEPENDENCE_NEGOTIATIONS_1828,diplomacy,Negotiations on the basis of Greek existence,Constantinople,1828,reported,reported_account,diplomatic_negotiation,Sun (London),Monday 01 December 1828,London,Constantinople,,unknown,Constantinople -> London,"The information is presented as a report with some uncertainty, lacking explicit confirmation or named sources.",False,
